Chunk,Embedding (first 10 dims)
"oluşturmaktadır. Bu asli sürücüler; program fonksiyonelliği, teknoloji, tutar, destek ve 
servisleri içermektedir. Bu sürücüler spesifik kurum talepleri, eleştiri modülleri de 
içermektedir. 
• Nitelikler: Program nitelikleri ve onların fonksiyonelliği en önemli 
konulardır. Bu nitelikler, modüler taleplerle sınırlı değildir. Var olan programın 
uygulamalarıyla birlikte uyum gibi çeşitli faktörleri içerir (ERP, MRP, APS,  vs.).","[-0.07552921  0.00518632 -0.04288662  0.01380443 -0.02663636 -0.06245807
 -0.01091438  0.14995402  0.00251359 -0.02795099]"
"uygulamalarıyla birlikte uyum gibi çeşitli faktörleri içerir (ERP, MRP, APS,  vs.).  
• Teknoloji: Teknoloji, diğer en önemli birincil sürücü olarak hüküm sürer. 
Çünkü bir paket satın almadan önce onun mevcut donanım ile işletim sistemi ve veri 
tabanı ile uyumlu olup olmadığını kontrol etmek çok önemlidir. Bulunduğumuz web 
çağında bu programlar internet, network ve e-ticaret kurumlarını desteklemelidir. 
Pazarlama piyasasının genişletilmesinde iş uyumu için yüksek teknoloji desteği çok","[-0.04929813  0.00385229 -0.04169081 -0.0221334  -0.07960294 -0.07560019
  0.06158275  0.10395169  0.06276087  0.00890468]"
"Pazarlama piyasasının genişletilmesinde iş uyumu için yüksek teknoloji desteği çok 
önemlidir. 
• Destek ve Servisler: Bu faktör program sistemlerinin kesintisiz devam 
etmesinin garanti edilmesinden sonra yaşamsal önem taşır. Bir program paketi işlemsel 
talepler için günden güne önem taşıyan birçok parça içerir. Herhangi bir modülle oluşan 
bir problem, sistemin kısmen ya da tamamen fonksiyonunu kesebilir. Bu nedenle","[-0.01853825  0.07128725  0.00941109 -0.04358098 -0.07372803 -0.04184035
  0.07467173  0.07845657  0.03300905  0.01205162]"
"bir problem, sistemin kısmen ya da tamamen fonksiyonunu kesebilir. Bu nedenle 
programlar, satıcıdan teknik bakım desteği beklerler. Satış öncesi destek, otomatik 
destek (web tabanlı), dokümantasyon ve eğitim desteği bu başlık altında sayılır. 
• Tutar:  Her birim nitel ve nicel taleplerini, minimum tutar ve minimum 
zamanla karşılamak ister. Program satın alma bir istisna değildir. İşletmeler kural olarak","[ 0.03005196  0.0579395   0.00780067 -0.10150535 -0.16058643 -0.05060017
  0.05272425  0.06693732  0.01728593 -0.00296272]"
"zamanla karşılamak ister. Program satın alma bir istisna değildir. İşletmeler kural olarak 
çok rekabetçi ve düşük masraf önerir fakat ek donanım veya özel donanım ve yıllık tutar 
olarak yüksek oranlar faturalarlar. Bu yüzden tüm sabit ve ek tutarlar karşılaştırmada 
göz önünde bulundurulmalıdır. Bu tutarlar parça başı ücret, toplam paket ücreti, yıllık 
bakım ücreti, planlama ve kurma ücreti, eğitim ücreti ve özel donanım ücretini kapsar.","[-0.00867838  0.02341288 -0.04137404  0.00339081 -0.08232774  0.02472613
  0.01221857  0.07124133  0.00313132 -0.00928752]"
"bakım ücreti, planlama ve kurma ücreti, eğitim ücreti ve özel donanım ücretini kapsar. 
• Özelleştirme: Özelleştirme, organizasyonların özel taleplerine aittir ve her 
organizasyon için, hatta organizasyonların her departmanı için farklılık gösterir. 
Program satıcısının teklifinin dikkate alınmasında gereken nokta, özelleştirme 
derecesidir. Bu yüzden özelleştirmenin istenen sonuçlarının uygunluğunu hiçbir şekilde 
 
 
66","[ 0.01294801  0.05505572 -0.04478377 -0.00141662 -0.0306503   0.015483
  0.04522199  0.07253979  0.00210571 -0.02914584]"
"derecesidir. Bu yüzden özelleştirmenin istenen sonuçlarının uygunluğunu hiçbir şekilde 
 
 
66
 
azaltmadığını görmek önemlidir, bunun yanında hiçbir özelleştirmenin işletimsel 
değişikliği olmaması organizasyonu büyük tutarlar ödemek zorunda bırakmaz.  
e) İkincil Sürücüler 
 Bu talepler, daha az önemlidir ve doğal olarak yaşamsal değildir. Fakat yalnızca 
pakete dâhil edilirse veya satıcı firma değerini arttırırsa önemli olur. Çoğu alıcılar için","[ 0.00627484  0.02905739 -0.04053886  0.02710732 -0.07735468 -0.01597262
  0.0500611   0.05574154  0.0346618  -0.02127704]"
"pakete dâhil edilirse veya satıcı firma değerini arttırırsa önemli olur. Çoğu alıcılar için 
bu sürücüler eşit olarak göz önünde bulundurulabilir konulardır. İlerleyen kısımlarda bu 
ikincil sürücüler dikkatle incelenir.  
• Satıcı Gücü: Bu sürücü finansal, kişisel endüstriyel bilgiye ve program 
satıcılarının gücüne dayanan tecrübeyi tayin eder. Bu özellikle satıcının finansal 
zayıflığı kapanma ve kesintisiz bakım desteğinin, servisin ve güncellemenin belirsiz","[-0.03380541 -0.01293833 -0.03122562  0.00340182 -0.08817372  0.04157182
  0.06127838  0.05465772  0.0045964  -0.04852448]"
"zayıflığı kapanma ve kesintisiz bakım desteğinin, servisin ve güncellemenin belirsiz 
olması korkusuna yol açan büyük alıcılar için geçerlidir. Özellikle aynı sektörde piyasa 
tecrübesine sahip olmak satıcı için artı puandır. 
• Satıcı Vizyonu: Satıcının politikasını, felsefesini ve program piyasasına 
rehberlik etmek için şebekesini içerir. Yeni kavramları, ürün gelişmesini, ürün 
ilerlemesini, pazarlama ve vizyonunu kapsayan R&D çabalarını da içerir. Bu, nitel bir","[-0.03294737  0.01821752 -0.01898194  0.02665763 -0.05101395 -0.02637337
  0.03361596  0.08419359  0.00693713 -0.03485279]"
"ilerlemesini, pazarlama ve vizyonunu kapsayan R&D çabalarını da içerir. Bu, nitel bir 
faktördür ve önemi müşteriden müşteriye değişebilir. 
• Kapsanan 
Sanayiler: 
Bu, farklı 
program paketlerini ve satıcıları 
karşılaştırırken önemli olan bir faktördür. Program paketine değer ve piyasa ekleyen 
uygulanabilirliğin yayılımını işaret eder.  
• Diğer Sürücüler: Bunlar, ortak program talepleridir ve özneldirler. Örnek","[-0.02538341  0.03904815 -0.04037324 -0.02068867 -0.07370851 -0.00610934
  0.00518926  0.09603315  0.01083624 -0.01396168]"
"• Diğer Sürücüler: Bunlar, ortak program talepleridir ve özneldirler. Örnek 
olarak kullanım kolaylığı verilebilir. Bu faktör yatkınlık, esneklik, sorumluluk sorun 
çözme ve güvenlik sorunları gibi önemli konuları içerir. Data iflası, datanın çalınması 
gibi program güvenliği can alıcı konulardır ve onlara öncelik verilmelidir. Oluşan başka 
bir problem ürün performans seviyesinin müşterinin arzu ettiği seviyede olmamasıdır.","[-0.02212933  0.04569989 -0.03116762 -0.01283958 -0.10703121 -0.04030488
 -0.00802126  0.06802844 -0.00480222 -0.02749033]"
"bir problem ürün performans seviyesinin müşterinin arzu ettiği seviyede olmamasıdır. 
Bu yüzden satıcının geçmiş performansı da ürün kadar önemli bir konudur. 
• Performans Sıralama Sisteminin Kurulması: Stok zinciri programı 
gelişiminin özelliklerini ölçmek için bir performans sıralama sistemi kurmaktır. Hem 
nitel hem nicel ölçüler, farklı özellikteki paket sayımlarını benimserler. Görünmeyen 
değişkenleri somutlaştırmak kadar esnekliği de sergilemek için bir girişimde bulunulur.","[-0.03950709  0.06762743 -0.02614475 -0.06997558 -0.14358035 -0.05188077
  0.03282711  0.10168789  0.00730457 -0.03031738]"
"değişkenleri somutlaştırmak kadar esnekliği de sergilemek için bir girişimde bulunulur. 
Bu sistem, özelliklerin performanslarının göstergesinin korunması şeklinde yürütülür.  
 
 
67
 
Bu nitelikler daha sonra dallandırılabilir veya sınıflandırılabilir. Daha gösterici 
ayrıntılar için 20 modülün her birinin analitik, grafik, organizasyonel taleplerle mantıki 
uygunluğu tayin edilir. Son seviye skoru, tüm özellikler için SMI hesaplanması için 
yüzde skorlarına dönüştürülür.","[-0.02853448  0.05171637 -0.05160139 -0.01396397 -0.09072002 -0.01896534
  0.03045574  0.0677846   0.00352795 -0.0646176 ]"
"yüzde skorlarına dönüştürülür.  
• Niteliklerin Önem Sırasının Belirlenmesi: Niteliklere önem tayin edebilmek 
için tüm faktörler göz önde bulunduruldu ve model için hesap prosedürü kuruldu. Farklı 
seçim niteliklerine önem tayin etmede kapsamlı talebin geniş bir perspektifi bunu takip 
etti. Buradaki amaç, farklı SCM program paketlerini genel bir talep tabanında 
karşılaştırmak ve her alana yatkın bir stok zinciri çözüm paketi seçmektir. Müşterinin","[-0.04115986 -0.00743322 -0.06050562 -0.03451729 -0.05696943  0.01781331
 -0.00369528  0.11987663 -0.01414502 -0.01429569]"
"karşılaştırmak ve her alana yatkın bir stok zinciri çözüm paketi seçmektir. Müşterinin 
spesifik taleplerine göre program seçmek için hiç kimse diğer oyuncuları veya 
pazardaki satıcıları kötülememelidir. Önem tayin etmenin temeli, taleplerine göre 
firmadan firmaya değişebilmektedir. 
• Birincil Sürücülerin Önemi: Birincil sürücülere verilen önem, birincil 
sürücülerin önem değerlendirmesini yapan orandır. Toplam birincil önem, faktörler","[-0.03371967 -0.00488688 -0.05212223 -0.02612795 -0.08966952 -0.02922492
  0.03658406  0.09191819  0.04251821 -0.02187728]"
"sürücülerin önem değerlendirmesini yapan orandır. Toplam birincil önem, faktörler 
arasında önemlerine göre bölünür. Paketin niteliklerine maksimum önem verilmelidir. 
Sonra paketin farklı iş alanlarına uygunluğu için önemli olan teknolojik faktörlere 
ağırlık verilmelidir. Amaç, çalışma ortamına ve özelliklerine daima daha fazla önem 
verilmesidir.  
• İkincil Sürücülerin Önemi: İkincil sürücülere verilen toplam önem, program","[-0.07221276 -0.00394264 -0.08073252 -0.04508031 -0.09931794 -0.04855939
  0.00311608  0.11407171  0.02700965 -0.0439567 ]"
"verilmesidir.  
• İkincil Sürücülerin Önemi: İkincil sürücülere verilen toplam önem, program 
seçilirken paket satıcısıyla ilgilidir. Birincil sürücülere göre daha az öncelik verilir. 
İkincil sürücülerin önemi, firmadan firmaya değişiklik göstermektedir. Toplam ikincil 
önem, sonradan önemlerine göre faktörlerine ayrılır. Satıcı gücü ve ürünün endüstriyel 
yatkınlığı ikincil sürücüler arasında çok önemli olanlarıdır. Satıcının gücü; finansal bilgi","[-0.05878034 -0.02180813 -0.03911952 -0.00881364 -0.09117398 -0.02490883
  0.02914805  0.09044068  0.01697244 -0.05002742]"
"yatkınlığı ikincil sürücüler arasında çok önemli olanlarıdır. Satıcının gücü; finansal bilgi 
tabanlı kişisel güç ve tecrübeyi içerir. Vizyon; satıcının SCM paketine göre eylem 
özelliğidir. Teknoloji ve kavramlar çok çabuk geliştiğinden paket programa sahip olma 
artık normal bir satın almadan fazlası değildir. Satıcı gücüne atfedilen önem % 50, satıcı 
vizyonu %25, endüstriyel yatkınlık % 25’tir.  
f) SMI’nın Hesaplanması","[ 0.02013539  0.00215922 -0.03376547  0.02943541 -0.07387845 -0.01693728
  0.0125538   0.10184334 -0.00888455 -0.01913673]"
"vizyonu %25, endüstriyel yatkınlık % 25’tir.  
f) SMI’nın Hesaplanması 
Yüzde temelli ağaç modelinin uygulanabilirliğini göstermek için, bazı stok 
zinciri program çözüm sağlayıcıları seçildi. Bu işletmeler; yıllık gelirlerine, 
vizyonlarına, ürün çeşitliliği, büyüme hızı ve dünya çapındaki mevcutlarına göre 
seçildiler. Bu kıstaslar uyan Baan, i2 Technologies, Interbiz Stok Zinciri Grubu, IFS, 
 
 
68
 
Logility Inc., Manuguistics Inc, Oracle Peoplesoft QAD gibi bazı işletmeler, ürünlerin","[-0.06166113 -0.0050095  -0.06515455 -0.03494022 -0.03773593 -0.08052707
  0.0254065   0.14067021 -0.05266806 -0.03005344]"
"68
 
Logility Inc., Manuguistics Inc, Oracle Peoplesoft QAD gibi bazı işletmeler, ürünlerin 
karşılaştırılması için incelemeye alındılar. 
Fakat SMI hesaplamalarında işletmelerin isimleri gizlenir ve baş harfleri Roman 
alfabesine göre kodlanır. Bu geniş rekabetin çözüm sağlayıcısının örneğini oluşturan 
birincil ve ikincil özellik ayrıntıları ilerleyen tablolarda açıklanmıştır.  
          g) Yüzde Bazlı Ağaç Modelinin Sentim Bilişim’de Uygulanması","[-0.0316473  -0.03261888 -0.04724709 -0.00290094 -0.11463598 -0.03029481
  0.05868905  0.08156863  0.0193676  -0.01689997]"
"g) Yüzde Bazlı Ağaç Modelinin Sentim Bilişim’de Uygulanması 
• Hazırlanmış olan RFP listesindeki kıstaslar “Fonksiyonel”  kıstaslar olarak 
belirlendi (Şekil.15.). 
• Sentim Bilişim’de yapılan anket çalışmasına göre “Fonksiyonel Olmayan 
Kıstaslar” belirlendi (Şekil.16.). 
• Fonksiyonel Kıstaslar bizim birincil sürücülerimiz, fonksiyonel olmayan kıstaslar 
ise ikincil sürücülerimiz olarak belirlendi. 
• Fonksiyonel ve fonksiyonel olmayan kıstasların birbirine göre olan önem","[-0.00541615  0.00799702 -0.04828686  0.04577431 -0.04865072 -0.0319466
  0.01176685  0.03542174  0.07775798 -0.03444615]"
"• Fonksiyonel ve fonksiyonel olmayan kıstasların birbirine göre olan önem 
dereceleri yapılan anket sonucunda bulundu. 
Fonksiyonel ve Fonksiyonel olmayan kıstasların ağaç diyagramları oluşturuldu, 
fonksiyonel kıstaslar ağacı RFP listesine göre hazırlandı, fonksiyonel olmayan kıstaslar 
ise yapılan ankete göre belirlendi. 
 
 
                       
 
 
 
 
 
 
 
 
 
 
 
69
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Şekil.15. Fonksiyonel Kıstaslar Ağacı  
Genel İhtiyaçlar","[ 0.03377697  0.03952179 -0.06727624  0.06084787  0.01687951  0.00877131
  0.02047316  0.05222583  0.00772842 -0.02729643]"
"Şekil.15. Fonksiyonel Kıstaslar Ağacı  
Genel İhtiyaçlar
Öge Ana Verisi
Genel Talepler
Malzeme Listesi
Ürün Maliyeti
Para Birimleri (Döviz)
Mali İşler Talepleri 
Fatura, Muhasebe Fişleri, 
Raporlama, Hesap 
Ekstreleri, Stok
Diğer
Seri No / Çağrı
D-kare Teknik Servis
Diğer Talepler
WBS İhtiyaçları
Projelerle İlgili
Fonksiyonel 
Özellikler
Anadolu Kamu
Taşeronlar
Diğer
Satış Fonksiyonları
Satış
Raporlama ve Analiz
Arayüz / Veritabanı/ 
Fonksiyonellik","[ 0.02659666  0.03945601 -0.01118708 -0.00483777 -0.07324739 -0.03454143
  0.06026981  0.03905886  0.01471891  0.03088226]"
"Taşeronlar
Diğer
Satış Fonksiyonları
Satış
Raporlama ve Analiz
Arayüz / Veritabanı/ 
Fonksiyonellik
Genel İhtiyaçlar
Planlama
Bilgilendirme / Raporlama
Planlama
Uninstall / Konfigüratör
Stok
Sipariş
Alım Muhasebesi 
Satış Müdürlüğü 
Yurtiçi Satınalma 
IBS Lojistik 
Yurtdışı Satınalma 
Stok Kontrol İhtiyaçları
İhtiyaçları
İhtiyaçları
İhtiyaçları
İhtiyaçları
Üretim Bölümü Kritik 
İhtiyaçları
Diğer İhtiyaçlar
 
 
70","[-0.01671196 -0.02092852 -0.00746898 -0.02067484 -0.0528949  -0.03078375
  0.04874     0.02794664 -0.04441426 -0.07230444]"
"İhtiyaçları
Diğer İhtiyaçlar
 
 
70
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Şekil.16. Fonksiyonel Olmayan Kıstaslar Ağacı  
Satıcı  Vizyonu
Partner ile Satıcının 
Vizyonlarının Uyumu
Personelenin Gücü
Satıcının/Danışmanın Gücü
Deneyimleri
Firma İle Entegre 
       Olabilme 
Karar Sürecinde
Planlama ve Hazırlık 
Sürecinde
Fonksiyonel 
Olmayan Özellikler
Yazılıma Adapte Olabilme Zamanı
Yeni İhtiyaçların 
   Yazılımında  
Test Sürecinde
Eğitim ve  Alıştırma /
  Destek   Sürecinde","[-0.02325729 -0.00315715  0.00035235  0.0019758  -0.08695962  0.03154057
  0.03246481  0.052786   -0.02875409 -0.07500096]"
"Yeni İhtiyaçların 
   Yazılımında  
Test Sürecinde
Eğitim ve  Alıştırma /
  Destek   Sürecinde
Bilginin Kolay Erişimi
Modülerlik
Maliyet
Diğer
Bakım Maliyetinin 
    Düşük   Olması
       Uygun İşletme 
Yöntemleri  İçermesi
 Son Kullanıcı İçin 
Kullanım  Kolaylığı
Esneklik
Kapsanan Endüstriler 
      Otomotiv , Kimya , 
Hizmet ,  Elektronik , etc.
 
 
71
 
• Fonksiyonel kıstasların 1. ve 2. ağırlıkların önem dereceleri, şu metoda göre","[-0.019254    0.01180638 -0.00704688  0.00107562 -0.02041395 -0.03547272
  0.05653359  0.09516817 -0.04210914 -0.06914958]"
"71
 
• Fonksiyonel kıstasların 1. ve 2. ağırlıkların önem dereceleri, şu metoda göre 
belirlendi: rfp listesinde ihtiyaçlar önce çalışanlar tarafından 3 kıstas seçeneği ile 
belirlendi , ""olmazsa olmaz"", ""olursa iyi olur"", ""olmasa olur"", ihtiyaçların önem 
dereceleri ise bu kıstaslara göre belirlendi, örneğin d-kare teknik servis taleplerinde seri 
no/çağrı talebinde 27 olmazsa olmaz, 3 olursa iyi olur ve sıfır da olmasa da olur ihtiyaç","[ 0.02363909  0.06468919 -0.03065274  0.06734326 -0.0165228  -0.05567988
  0.01879625  0.02643421  0.0070453  -0.03479533]"
"no/çağrı talebinde 27 olmazsa olmaz, 3 olursa iyi olur ve sıfır da olmasa da olur ihtiyaç 
maddesi var, olmazsa olmazlar 2 ile olursa iyi olurlar 1 ile çarpıldı, bulunan değer 57, 
her 3. seviyedeki maddeler için bu yapıldı, daha sonra 2. seviyelerin önem derecesi 
kendi kategorisindeki 3. seviyelerin toplam puanına eşit alındı. buradan yüzdeler 
alınarak, hesaplamalar yapılmıştır. 
              Fonsiyonel olmayan kıstaslar ise daha önceden değinildiği gibi, yapılan ankete 
göre belirlendi.","[ 0.0221131   0.02430558 -0.02100087  0.0220785  -0.06628879 -0.05096658
  0.02843874  0.01700493  0.0161233  -0.00128689]"
"göre belirlendi. 
              Sonraki adımda her iki sürücü için “Performans Oranları Çizelgesi” hazırlandı 
(Çizelge 6. ve 7.). 
Sonuç olarak IFS’ın SMI puanı 84.25 ve Navision’un SMI puanı ise 48.90 
olarak bulundu, bu sonuca göre IFS ERP paketi olarak seçildi. 
 
 
  
 
 
  
 
 
72
 
Çizelge.6. Fonksiyonel Olmayan Kıstasların Performans Oranları 
 
2. SEVİYE NİTELİKLERİ
2. SEVİYE 
ÖZELLİKLERİN
AĞIRLIKLARI%
3. SEVİYE NİTELİKLERİ 
3.SEVİYE 
ÖZELLİKLERİNİN
AĞIRLIKLARI (%)
AÇIKLAMA","[-0.03360761  0.05322281 -0.07635973 -0.03509051 -0.09131636  0.00292917
  0.01260119  0.02464028  0.03482945 -0.05447956]"
"ÖZELLİKLERİN
AĞIRLIKLARI%
3. SEVİYE NİTELİKLERİ 
3.SEVİYE 
ÖZELLİKLERİNİN
AĞIRLIKLARI (%)
AÇIKLAMA
Satıcı Vizyonu 
5 
Partner ile Vizyonlarının  
Uyumu 
100 
RFP Listesi 
Kapsanan Endüstriler 
5 
Otomotiv, Kimya, Hizmet 
Elektronik, vb. 
100 
RFP Listesi 
Personelin Gücü 
32 
RFP Listesi 
Deneyimleri 
32 
RFP Listesi 
Satıcının/Danışmanın Gücü 
20 
Firmayla Entegre Olabilme 
36 
RFP Listesi 
Maliyet 
70 
RFP Listesi 
Modülerlik 
4,4 
RFP Listesi 
Uygun İşletme Yöntemleri 
İçermesi 
4,6","[-0.04358884  0.00136318 -0.0862435  -0.0052575  -0.01719771 -0.02085683
  0.02346772  0.11335763 -0.07312208 -0.07289075]"
"Maliyet 
70 
RFP Listesi 
Modülerlik 
4,4 
RFP Listesi 
Uygun İşletme Yöntemleri 
İçermesi 
4,6 
RFP Listesi 
Son kullanıcı İçin Kullanım 
Kolaylığı 
5,6 
RFP Listesi 
Bakım Maliyetinin Düşük 
Olması 
4,4 
RFP Listesi 
Bilginin Kolay Erişimi 
5,6 
RFP Listesi 
Diğer 
55 
Esneklik 
5,4 
RFP Listesi 
Karar Sürecinde 
14,3 
RFP Listesi 
Planlama ve Hazırlık  
Sürecinde 
21,8 
RFP Listesi 
Yeni İhtiyaçların Yazılımında 
30,3 
RFP Listesi 
Test Sürecinde 
16 
RFP Listesi 
Yazılıma Adapte Olabilme","[-0.01771849  0.01767894 -0.05883464 -0.03596761 -0.03250401 -0.02013907
  0.03065085  0.11872643 -0.09132344 -0.04443658]"
"30,3 
RFP Listesi 
Test Sürecinde 
16 
RFP Listesi 
Yazılıma Adapte Olabilme
Zamanı 
15 
Eğitim ve Alıştırma/Destek 
Sürecinde 
17,6 
RFP Listesi 
 
 
73
 
Çizelge.7. Fonksiyonel Kıstasların Performans Oranları 
2. SEVİYE 
NİTELİKLERİ 
2. SEVİYE 
ÖZELLİKLERİN
AĞIRLIKLARI(%)
3. SEVİYE NİTELİKLERİ 
3.SEVİYE 
ÖZELLİKLERİNİN
AĞIRLIKLARI (%)
AÇIKLAMA
Genel İhtiyaçlar 
20 
RFP Listesi 
Öğe Ana Verisi 
23 
RFP Listesi 
Malzeme Listesi 
23 
RFP Listesi 
Genel Talepler 
14 
Ürün Maliyeti 
33","[-0.01928704 -0.01191176 -0.05096116 -0.00406329 -0.05089618 -0.02247502
  0.01395225  0.09009265 -0.02959651 -0.04466444]"
"23 
RFP Listesi 
Malzeme Listesi 
23 
RFP Listesi 
Genel Talepler 
14 
Ürün Maliyeti 
33 
RFP Listesi 
Para Birimleri (Döviz) 
10 
RFP Listesi 
Fatura, Muhasebe Fişleri, 
Raporlama 
Hesap Ekstreleri, Stok 
49 
RFP Listesi 
Mali İşler Talepleri 
10 
Diğer 
41 
RFP Listesi 
Seri No / Çağrı 
66 
RFP Listesi 
D-Kare Teknik servis 
9 
Diğer Talepler 
34 
RFP Listesi 
WBS ihtiyaçları 
31 
RFP Listesi 
Projelerle İlgili 
16 
RFP Listesi 
Taşeronlar 
12 
RFP Listesi 
Anadolu Kamu 
4 
Diğer 
41","[ 0.00754     0.05989489 -0.05719991 -0.03744523 -0.06433291 -0.04215501
  0.0461383   0.03418223 -0.03042393  0.02071744]"
